City_ID,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
86,port elizabeth,-33.918,25.5701,59.29,86,40,11.5,ZA,1665015703
87,arraial do cabo,-22.9661,-42.0278,69.46,85,65,13.31,BR,1665015703
88,stanislav,46.5691,32.1478,57.56,57,100,5.12,UA,1665015704
89,bambous virieux,-20.3428,57.7575,70.05,83,40,9.22,MU,1665015704
90,agadez,19.75,10.25,83.26,22,4,14.16,NE,1665015765
91,kushima,31.4583,131.2333,74.53,75,79,7.27,JP,1665015765
92,marmora,44.4583,7.094,55.67,87,16,5.44,IT,1665015766
93,angoche,-16.2325,39.9086,71.46,86,0,5.99,MZ,1665015767
94,kudahuvadhoo,2.6708,72.8944,81.07,78,97,19.19,MV,1665015768
95,talara,-4.5772,-81.2719,65.16,77,0,17.27,PE,1665015768
96,qaanaaq,77.484,-69.3632,5.77,70,32,7.63,GL,1665015769
97,airai,-8.9266,125.4092,68.34,67,95,3.13,TL,1665015769
98,pevek,69.7008,170.3133,31.14,92,100,9.17,RU,1665015770
99,katsuura,35.1333,140.3,59.02,86,100,23.38,JP,1665015771
100,bengkulu,-3.8004,102.2655,74.91,90,100,4.52,ID,1665015771
101,rio grande,-32.035,-52.0986,64.51,83,79,16.35,BR,1665015771
102,thompson,55.7435,-97.8558,32.16,64,75,9.22,CA,1665015772
103,salumbar,24.1333,74.05,77.25,65,89,4.07,IN,1665015772
104,deputatskiy,69.3,139.9,11.77,91,100,6.8,RU,1665015773
105,aasiaat,68.7098,-52.8699,17.74,85,39,7.27,GL,1665015774
106,chokurdakh,70.6333,147.9167,19.53,92,94,7.76,RU,1665015774
107,ugoofaaru,5.6667,73.0,81.5,78,100,18.77,MV,1665015775
108,longonjo,-12.9067,15.2533,64.13,75,69,4.03,AO,1665015775
109,buala,-8.145,159.5921,85.14,58,92,8.95,SB,1665015776
110,whitecourt,54.1502,-115.6855,45.64,87,75,10.36,CA,1665015776
111,victoria,22.2855,114.1577,84.38,78,54,8.99,HK,1665015777
112,quelimane,-17.8786,36.8883,75.15,94,75,4.61,MZ,1665015777
113,mahajanga,-15.7167,46.3167,68.02,94,0,4.61,MG,1665015778
114,kuantan,3.8077,103.326,77.11,94,20,0.0,MY,1665015778
115,sambava,-14.2667,50.1667,68.11,88,5,10.22,MG,1665015779
116,luau,-10.7073,22.2247,70.02,63,100,1.92,AO,1665015779
117,watsa,3.0372,29.5355,63.61,98,94,2.33,CD,1665015780
118,ascension,30.2169,-90.9001,79.03,67,40,0.0,US,1665015780
119,atuona,-9.8,-139.0333,77.61,69,4,17.29,PF,1665015781
120,boyuibe,-20.4167,-63.2833,80.64,51,12,11.14,BO,1665015781
121,esperance,-33.8667,121.9,55.15,61,63,19.44,AU,1665015783
122,ancud,-41.8697,-73.8203,49.26,95,100,27.34,CL,1665015783
123,hasaki,35.7333,140.8333,61.29,74,100,23.62,JP,1665015784
124,irtyshskiy,58.3333,68.1333,43.75,65,100,4.81,RU,1665015785
125,carnarvon,-24.8667,113.6333,62.98,53,17,25.32,AU,1665015785
126,mwene-ditu,-7.0,23.45,68.85,82,93,3.18,CD,1665015786
127,beringovskiy,63.05,179.3167,46.99,87,98,28.74,RU,1665015787
128,tral,33.9333,75.1,53.91,59,0,2.35,IN,1665015787
129,provideniya,64.3833,-173.3,39.36,100,100,35.99,RU,1665015788
130,bay roberts,47.5999,-53.2648,52.34,90,21,6.69,CA,1665015788
131,pisco,-13.7,-76.2167,60.85,77,0,3.44,PE,1665015789
132,muisne,0.6,-80.0333,75.04,80,76,8.61,EC,1665015850
133,mae hong son,19.3003,97.9685,73.54,94,75,2.3,TH,1665015850
134,vardo,70.3705,31.1107,42.78,81,75,20.71,NO,1665015851
135,cayenne,4.9333,-52.3333,78.84,83,20,3.44,GF,1665015851
136,saint-joseph,-21.3667,55.6167,66.58,76,29,11.41,RE,1665015852
137,mount gambier,-37.8333,140.7667,58.91,100,100,17.27,AU,1665015829
138,dikson,73.5069,80.5464,30.13,81,96,10.65,RU,1665015853
139,lerwick,60.1545,-1.1494,51.8,79,79,30.65,GB,1665015853
140,aykhal,66.0,111.5,18.27,96,90,8.59,RU,1665015854
141,dunedin,-45.8742,170.5036,38.95,94,99,18.72,NZ,1665015855
142,palauig,15.435,119.9045,83.82,69,81,2.21,PH,1665015855
143,osa,57.2829,55.4567,44.38,91,100,8.72,RU,1665015856
144,asekeyevo,53.5742,52.7972,50.9,45,100,5.14,RU,1665015856
145,constitucion,-35.3333,-72.4167,50.18,89,36,7.65,CL,1665015857
146,camocim,-2.9022,-40.8411,78.51,81,23,16.87,BR,1665015857
147,klaksvik,62.2266,-6.589,49.12,77,63,32.99,FO,1665015858
148,krasnoselkup,65.7,82.4667,32.36,94,100,5.99,RU,1665015859
149,pachino,36.7186,15.0907,69.71,60,31,3.67,IT,1665015859
150,sibu,2.3,111.8167,79.11,89,40,0.0,MY,1665015612
151,bredasdorp,-34.5322,20.0403,49.86,92,1,7.11,ZA,1665015860
152,ostrovnoy,68.0531,39.5131,47.5,93,99,13.04,RU,1665015861
153,husavik,66.0449,-17.3389,36.82,97,100,32.12,IS,1665015861
154,tamandare,-8.7597,-35.1047,75.94,89,25,7.67,BR,1665015862
155,iqaluit,63.7506,-68.5145,31.73,100,100,8.05,CA,1665015862
156,kachiry,53.0675,76.1036,47.88,53,95,7.56,KZ,1665015863
157,rabo de peixe,37.8,-25.5833,69.28,93,20,8.05,PT,1665015864
158,haines junction,60.7522,-137.5108,55.35,50,100,2.3,CA,1665015864
159,tailai,46.3833,123.4,39.34,33,0,5.39,CN,1665015865
160,maldonado,-34.6667,-54.9167,60.19,85,66,9.6,UY,1665015866
161,ambulu,-8.345,113.6058,78.28,83,100,4.65,ID,1665015866
162,agadir,30.4202,-9.5982,64.85,73,18,2.93,MA,1665015867
163,kimbe,-5.5502,150.1429,89.29,57,79,2.91,PG,1665015868
164,havelock,34.8791,-76.9013,66.18,87,36,4.81,US,1665015868
165,hithadhoo,-0.6,73.0833,82.13,74,99,20.24,MV,1665015869
166,luderitz,-26.6481,15.1594,54.27,78,7,15.84,NA,1665015869
167,namibe,-15.1961,12.1522,63.14,89,49,4.99,AO,1665015870
168,miles city,46.4083,-105.8406,72.57,43,0,8.05,US,1665015870
169,tucuman,-26.8241,-65.2226,71.6,43,100,13.8,AR,1665015614
170,kijang,35.2442,129.2139,64.13,79,100,7.2,KR,1665015871
171,pampilhosa,40.3377,-8.4268,59.02,88,44,1.74,PT,1665015871
172,nagyigmand,47.6409,18.0813,54.88,69,99,7.29,HU,1665015872
173,severo-kurilsk,50.6789,156.125,45.45,54,63,14.72,RU,1665015839
174,yulara,-25.2406,130.9889,76.95,19,0,3.8,AU,1665015873
175,snezhnogorsk,69.1933,33.2531,40.78,89,84,7.96,RU,1665015873
176,orel,52.9658,36.0803,46.53,95,96,9.66,RU,1665015874
177,vrangel,42.7297,133.0839,45.93,41,0,6.96,RU,1665015874
178,buraydah,26.326,43.975,72.05,17,0,5.48,SA,1665015935
179,mabaruma,8.2,-59.7833,75.29,94,100,2.64,GY,1665015936
180,lufilufi,-13.8745,-171.5986,87.58,77,42,20.94,WS,1665015936
181,cartagena,10.3997,-75.5144,82.02,78,40,2.3,CO,1665015937
182,kutum,14.2,24.6667,77.59,33,49,5.59,SD,1665015937
183,huinan,42.6225,126.2614,40.8,52,65,2.51,CN,1665015938
184,bridgewater,44.3835,-64.5155,59.11,93,100,13.8,CA,1665015939
185,anahuac,27.2333,-100.15,82.0,44,71,11.63,MX,1665015939
186,birjand,32.8663,59.2211,54.07,12,0,6.91,IR,1665015940
187,port keats,-14.25,129.55,87.17,59,69,4.81,AU,1665015940
188,georgetown,5.4112,100.3354,78.73,95,20,3.44,MY,1665015755
189,tuskegee,32.424,-85.6916,69.15,58,35,5.68,US,1665015941
190,indianola,41.3581,-93.5574,64.26,63,71,7.09,US,1665015942
191,sitka,57.0531,-135.33,57.09,100,100,10.36,US,1665015942
192,belaya gora,68.5333,146.4167,20.61,87,99,13.27,RU,1665015943
193,fukue,32.6881,128.8419,66.56,88,75,6.91,JP,1665015943
194,kjollefjord,70.9457,27.3465,44.65,81,100,10.36,NO,1665015688
195,ahuimanu,21.4447,-157.8378,85.75,68,75,9.22,US,1665015944
196,kenai,60.5544,-151.2583,56.03,66,75,14.97,US,1665015670
197,srednekolymsk,67.45,153.6833,21.67,93,100,24.43,RU,1665015945
198,neyshabur,36.2133,58.7958,58.14,20,0,2.15,IR,1665015946
199,nagorsk,59.3172,50.8078,43.2,94,100,6.44,RU,1665015946
200,kavaratti,10.5669,72.642,80.64,78,78,13.96,IN,1665015896
201,batticaloa,7.7102,81.6924,78.26,79,99,3.44,LK,1665015947
202,nizwa,22.9333,57.5333,77.7,48,41,1.66,OM,1665015947
203,punto fijo,11.6956,-70.1996,84.96,70,94,14.83,VE,1665015948
204,yumen,40.2833,97.2,40.87,54,3,3.02,CN,1665015949
205,comodoro rivadavia,-45.8667,-67.5,51.66,62,0,5.75,AR,1665015701
206,le mars,42.7942,-96.1656,68.58,72,0,0.0,US,1665015950
207,port lincoln,-34.7333,135.8667,63.27,65,1,7.92,AU,1665015950
208,maniitsoq,65.4167,-52.9,32.67,65,63,8.19,GL,1665015951
209,mayya,61.7333,130.2811,29.52,84,99,6.85,RU,1665015951
210,bertoua,4.5833,13.6833,66.83,99,93,2.13,CM,1665015952
211,guymon,36.6828,-101.4816,62.6,77,100,3.44,US,1665015952
212,bakaly,55.1789,53.8028,48.16,82,100,9.28,RU,1665015953
213,rocha,-34.4833,-54.3333,54.5,92,76,7.92,UY,1665015953
214,neiafu,-18.65,-173.9833,84.88,74,75,10.36,TO,1665015754
215,bethel,41.3712,-73.414,60.19,88,100,5.01,US,1665015732
216,tortoli,39.9256,9.6572,64.22,63,0,10.36,IT,1665015955
217,kyzyl-suu,42.3414,78.0056,43.81,50,81,6.04,KG,1665015955
218,mujiayingzi,42.1167,118.7833,40.84,24,99,2.46,CN,1665015956
219,bereda,43.2686,-7.5406,60.42,100,100,7.4,ES,1665015956
220,salalah,17.0151,54.0924,77.09,83,0,2.3,OM,1665015956
221,pontal do parana,-25.6533,-48.5128,65.86,94,98,3.33,BR,1665015957
222,ilulissat,69.2167,-51.1,24.82,68,20,4.61,GL,1665015958
223,minsk,53.9,27.5667,46.15,92,100,7.27,BY,1665015958
224,cookeville,36.1628,-85.5016,62.53,83,5,3.69,US,1665015877
225,ciudad bolivar,8.1222,-63.5497,79.09,83,88,5.28,VE,1665016019
226,monopoli,40.9559,17.2896,62.73,53,100,5.14,IT,1665016019
227,narsaq,60.9167,-46.05,37.62,88,92,5.79,GL,1665016020
228,hobyo,5.3505,48.5268,76.84,87,54,15.93,SO,1665016020
229,asfi,32.2994,-9.2372,68.18,84,52,9.78,MA,1665016021
230,whitehorse,60.7161,-135.0538,56.17,51,75,20.71,CA,1665015971
231,laredo,27.5064,-99.5075,84.49,48,0,3.44,US,1665016022
232,corn island,12.1694,-83.0418,83.86,75,100,10.67,NI,1665016023
233,nelson bay,-32.7167,152.15,66.25,91,100,14.0,AU,1665016023
234,la paz,-16.5,-68.15,53.58,23,20,13.8,BO,1665015828
235,nome,64.5011,-165.4064,43.16,75,40,13.8,US,1665016024
236,pontianak,-0.0333,109.3333,75.18,94,75,3.44,ID,1665015770
237,cap-aux-meules,47.3821,-61.8597,53.65,94,20,8.05,CA,1665015962
238,tarko-sale,64.9225,77.785,33.28,75,99,2.84,RU,1665016026
239,san patricio,28.017,-97.5169,82.54,47,44,12.17,US,1665016027
240,beipiao,41.7919,120.7792,44.28,28,100,6.24,CN,1665016027
241,port augusta,-32.5,137.7667,74.39,41,0,9.24,AU,1665016028
242,san luis,-33.295,-66.3356,51.46,77,100,8.25,AR,1665016029
243,alta floresta,-9.8756,-56.0861,77.94,61,97,3.22,BR,1665016030
244,touros,-5.1989,-35.4608,77.34,85,0,12.19,BR,1665016031
245,maba,24.6841,113.5984,74.34,73,48,3.89,CN,1665016032
246,khandyga,62.6667,135.6,18.14,72,37,2.8,RU,1665016033
247,fort-shevchenko,44.5086,50.263,65.14,54,62,14.0,KZ,1665016033
248,kiunga,-6.1219,141.2906,79.74,90,100,1.45,PG,1665016034
249,kumbo,6.2,10.6667,58.41,93,96,2.28,CM,1665016035
250,broome,42.2506,-75.833,55.65,78,17,3.53,US,1665016036
251,mirandopolis,-21.1336,-51.1017,76.89,63,55,7.74,BR,1665016037
252,reinosa,42.9996,-4.138,53.46,93,27,5.3,ES,1665016037
253,ca mau,9.1769,105.15,77.72,92,100,4.92,VN,1665016038
254,kodiak,57.79,-152.4072,53.11,87,100,16.11,US,1665016040
255,asau,46.4333,26.4,45.52,81,99,6.08,RO,1665016041
256,honiara,-9.4333,159.95,87.69,51,98,7.29,SB,1665016041
257,vila franca do campo,37.7167,-25.4333,70.2,87,98,11.52,PT,1665015907
258,saint-jean-de-braye,47.913,1.9771,59.04,75,0,11.5,FR,1665016043
259,vestmannaeyjar,63.4427,-20.2734,45.32,70,91,13.49,IS,1665016044
260,dalvik,65.9702,-18.5286,44.53,97,100,10.65,IS,1665016044
261,clonakilty,51.6231,-8.8706,50.09,80,2,18.99,IE,1665016045
262,atasu,48.6814,71.6433,44.17,41,13,6.04,KZ,1665016045
263,santa maria,-29.6842,-53.8069,69.1,60,75,5.75,BR,1665016046
264,svetlaya,46.5389,138.3297,43.56,39,3,11.72,RU,1665016047
265,paamiut,61.994,-49.6678,37.22,83,68,9.1,GL,1665016048
266,basco,20.4487,121.9702,82.65,77,27,18.03,PH,1665016049
267,teknaf,20.8624,92.3058,77.11,89,74,3.49,BD,1665016049
268,manta,-0.95,-80.7333,73.18,78,75,10.36,EC,1665016050
269,waipawa,-41.4122,175.5153,39.74,76,91,21.12,NZ,1665016050
270,hofn,64.2539,-15.2082,42.46,58,5,11.99,IS,1665016051
271,glendive,47.1053,-104.7125,65.82,46,0,8.05,US,1665016052
272,esso,55.9333,158.7,32.88,79,75,11.79,RU,1665016112
273,naze,28.3667,129.4833,79.72,71,42,9.86,JP,1665016113
274,mananjary,-21.2167,48.3333,66.45,92,17,6.78,MG,1665016113
275,walvis bay,-22.9575,14.5053,52.75,87,4,6.91,NA,1665016114
276,longyearbyen,78.2186,15.6401,39.04,75,20,14.97,SJ,1665016114
277,gobabis,-22.45,18.9667,70.32,10,68,10.67,NA,1665016115
278,tateyama,34.9833,139.8667,59.09,94,75,10.36,JP,1665016116
279,oxnard,34.1975,-119.177,90.01,86,100,11.5,US,1665015889
280,baixo guandu,-19.5189,-41.0158,73.29,85,72,7.65,BR,1665016116
281,te anau,-45.4167,167.7167,40.5,77,95,2.44,NZ,1665016117
282,karatau,43.1667,70.4667,42.8,39,0,4.0,KZ,1665016117
283,poum,-20.2333,164.0167,74.97,58,81,8.68,NC,1665016118
284,nouadhibou,20.931,-17.0347,84.18,45,34,19.57,MR,1665016118
285,jieshi,22.8134,115.8257,79.27,76,42,15.75,CN,1665016119
286,ternate,0.8,127.4,82.2,73,100,3.09,ID,1665016119
287,saint george,37.1041,-113.5841,88.39,20,0,5.01,US,1665015995
288,road town,18.4167,-64.6167,84.29,84,40,8.05,VG,1665016120
289,xuddur,4.1213,43.8894,71.98,82,70,13.06,SO,1665016120
290,vanimo,-2.6741,141.3028,82.04,82,100,7.25,PG,1665016121
291,pyshchug,58.8873,45.7134,44.08,96,98,1.54,RU,1665016122
292,boende,-0.2167,20.8667,68.32,94,100,1.3,CD,1665016122
293,constantine,36.365,6.6147,62.01,82,20,1.14,DZ,1665016123
294,sicamous,50.8331,-118.9856,72.19,36,14,2.24,CA,1665016123
295,westport,41.1415,-73.3579,61.45,89,100,10.0,US,1665015917
296,surt,31.2089,16.5887,75.0,63,0,11.41,LY,1665016124
297,murgab,37.4966,61.9714,49.87,57,0,4.61,TM,1665016125
298,geraldton,-28.7667,114.6,61.21,55,75,8.05,AU,1665016125
299,guarapari,-20.6667,-40.4975,71.17,93,65,2.53,BR,1665016126
300,iralaya,15.0,-83.2333,79.32,86,100,9.28,HN,1665016127
301,berlevag,70.8578,29.0864,42.75,75,100,9.22,NO,1665016127
302,ponta do sol,32.6667,-17.1,68.72,80,82,5.57,PT,1665016128
